,url,title,genre,cag_rating,cag_release,tomatoScore,popcornScore
/m/the_rite,/m/the_rite,The Rite,"[""Drama"",""Mystery & Suspense""]",PG-13,2011,21,40
/m/great_outdoors,/m/great_outdoors,The Great Outdoors,"[""Comedy""]",PG,1988,40,70
/m/dying_laughing,/m/dying_laughing,Dying Laughing,"[""Documentary""]",NR,2017,89,30
/m/organize-isler-magic-carpet-ride,/m/organize-isler-magic-carpet-ride,Organize isler (Magic Carpet Ride),"[""Comedy""]",NR,2005,null,77
/m/daawat_e_ishq,/m/daawat_e_ishq,Daawat-e-Ishq,"[""Drama"",""Romance""]",NR,2014,33,54
/m/selma_lord_selma,/m/selma_lord_selma,"Selma, Lord, Selma","[""Drama"",""Television""]",NR,1999,null,93
/m/girl_positive,/m/girl_positive,"Girl, Positive","[""Drama"",""Television""]",NR,2007,null,69
/m/herblock_the_black_and_the_white,/m/herblock_the_black_and_the_white,Herblock: The Black & the White,"[""Documentary"",""Special Interest""]",NR,2013,92,71
/m/1051663-flintstones,/m/1051663-flintstones,The Flintstones,"[""Comedy"",""Kids & Family""]",PG,1994,22,24
/m/shot_through_the_heart,/m/shot_through_the_heart,Shot Through the Heart,"[""Art House & International"",""Drama""]",R,1998,null,83
/m/guilty_by_suspicion,/m/guilty_by_suspicion,Guilty by Suspicion,"[""Drama""]",PG-13,1991,65,54
/m/mei_loi_ging_chaatfuture_x_cops,/m/mei_loi_ging_chaatfuture_x_cops,Mei loi ging chaat (Future X-Cops),"[""Action & Adventure"",""Art House & International"",""Science Fiction & Fantasy""]",PG-13,2010,76,9
/m/maine-gandhi-ko-nahin-mara,/m/maine-gandhi-ko-nahin-mara,Maine Gandhi Ko Nahin Mara,"[""Art House & International"",""Drama""]",NR,2005,null,83
/m/end_of_the_game,/m/end_of_the_game,End of the Game (Der Richter und sein Henker) (The Judge and His Hangman),"[""Drama"",""Mystery & Suspense""]",PG,1975,50,27
/m/amateur_1995,/m/amateur_1995,Amateur,"[""Art House & International"",""Comedy"",""Mystery & Suspense""]",R,1995,78,86
/m/1016925-pursued,/m/1016925-pursued,Pursued,"[""Classics"",""Documentary"",""Drama"",""Western""]",NR,1947,100,81
/m/three_comrades,/m/three_comrades,Three Comrades,"[""Classics"",""Drama"",""Romance""]",NR,1938,100,69
/m/dukes_of_hazzard_the_beginning,/m/dukes_of_hazzard_the_beginning,The Dukes of Hazzard: The Beginning,"[""Action & Adventure"",""Comedy""]",R,2007,20,47
/m/martians_go_home,/m/martians_go_home,Martians Go Home,"[""Comedy"",""Science Fiction & Fantasy""]",PG-13,1990,null,17
/m/gorath,/m/gorath,Gorath,"[""Action & Adventure"",""Horror"",""Science Fiction & Fantasy""]",NR,1964,null,50
/m/hottest_state,/m/hottest_state,The Hottest State,"[""Drama""]",PG-13,2007,32,52
/m/lee_rock_ii,/m/lee_rock_ii,Lee Rock II,"[""Art House & International"",""Drama""]",NR,1991,null,71
/m/scaramouche-1923,/m/scaramouche-1923,Scaramouche,"[""Action & Adventure"",""Classics"",""Romance""]",NR,1952,null,84
/m/kung_fu_zombie,/m/kung_fu_zombie,Kung Fu Zombie,"[""Action & Adventure"",""Horror""]",R,1982,null,43
/m/sisters_in_law,/m/sisters_in_law,Sisters in Law,"[""Documentary"",""Special Interest""]",NR,2005,92,86
/m/wishmaster_the_prophecy_fulfilled,/m/wishmaster_the_prophecy_fulfilled,Wishmaster 4: The Prophecy Fulfilled,"[""Horror""]",R,2002,20,23
/m/losing_control,/m/losing_control,Losing Control,"[""Drama"",""Mystery & Suspense""]",R,1997,null,38
/m/scotland_pa,/m/scotland_pa,"Scotland, Pa.","[""Comedy"",""Drama""]",R,2001,59,75
/m/hard_rock_zombies,/m/hard_rock_zombies,Hard Rock Zombies,"[""Comedy"",""Horror"",""Musical & Performing Arts""]",R,1985,null,55
/m/the_himalayas,/m/the_himalayas,The Himalayas,"[""Art House & International"",""Drama"",""Mystery & Suspense""]",NR,2016,33,59
/m/intelligent_lives,/m/intelligent_lives,Intelligent Lives,"[""Documentary""]",NR,2018,89,93
/m/dirty_harry,/m/dirty_harry,Dirty Harry,"[""Classics"",""Drama"",""Mystery & Suspense""]",R,1971,91,90
/m/hole_in_my_heart,/m/hole_in_my_heart,"Hål i mitt hjärta, Ett (A Hole In My Heart)","[""Art House & International"",""Drama"",""Special Interest""]",NR,2004,44,35
/m/10011857-high_life,/m/10011857-high_life,High Life,"[""Comedy""]",R,2009,80,43
/m/pathfinder,/m/pathfinder,Pathfinder,"[""Action & Adventure"",""Drama""]",R,2007,10,36
/m/unexpected_2015,/m/unexpected_2015,Unexpected,"[""Comedy"",""Drama""]",R,2015,66,44
/m/return_to_innocence,/m/return_to_innocence,Return to Innocence,"[""Drama""]",NR,2001,null,78
/m/burning_man,/m/burning_man,Burning Man,"[""Art House & International"",""Comedy"",""Drama"",""Romance""]",NR,2012,76,64
/m/the_twonky,/m/the_twonky,The Twonky,"[""Comedy"",""Science Fiction & Fantasy""]",NR,1953,null,21
/m/singham,/m/singham,Singham,"[""Action & Adventure"",""Art House & International"",""Drama"",""Romance""]",NR,2011,50,70
/m/buried,/m/buried,Buried,"[""Mystery & Suspense""]",R,2010,86,64
/m/extraterrestrial_2014,/m/extraterrestrial_2014,Extraterrestrial,"[""Horror"",""Science Fiction & Fantasy""]",NR,2014,29,26
/m/honeyland,/m/honeyland,Honeyland,"[""Documentary""]",NR,2019,99,85
/m/1183873-1183873-pittsburgh,/m/1183873-1183873-pittsburgh,Pittsburgh,"[""Comedy""]",NR,2006,null,48
/m/day_of_the_warrior,/m/day_of_the_warrior,Day of the Warrior,"[""Mystery & Suspense"",""Science Fiction & Fantasy""]",R,1997,null,44
/m/six_weeks,/m/six_weeks,Six Weeks,"[""Drama""]",PG,1982,null,66
/m/le_gout_des_autres_2000,/m/le_gout_des_autres_2000,The Taste of Others (Le goût des autres),"[""Art House & International"",""Comedy"",""Drama""]",R,2000,100,82
/m/map_of_the_human_heart,/m/map_of_the_human_heart,Map of the Human Heart,"[""Action & Adventure"",""Art House & International"",""Drama"",""Romance""]",R,1992,77,80
/m/my_beautiful_girl_mari,/m/my_beautiful_girl_mari,"My Beautiful Girl, Mari","[""Animation"",""Drama"",""Kids & Family""]",PG-13,2002,50,55
/m/1014644-arena,/m/1014644-arena,The Arena (Naked Warriors),"[""Action & Adventure"",""Art House & International""]",R,1973,null,24
/m/gregory_crewdson_brief_encounters_2012,/m/gregory_crewdson_brief_encounters_2012,Gregory Crewdson: Brief Encounters,"[""Documentary"",""Musical & Performing Arts""]",NR,2012,94,83
/m/deceiver,/m/deceiver,Deceiver,"[""Drama"",""Mystery & Suspense""]",R,1998,48,58
/m/daylight_robbery,/m/daylight_robbery,Daylight Robbery,"[""Drama"",""Mystery & Suspense""]",NR,2008,22,45
/m/the_rhino_brothers,/m/the_rhino_brothers,The Rhino Brothers,"[""Drama""]",NR,2002,null,33
/m/max_havelaar,/m/max_havelaar,Max Havelaar of de koffieveilingen der Nederlandsche handelsmaatschappij,"[""Art House & International"",""Drama""]",NR,1976,null,65
/m/buying-the-cow,/m/buying-the-cow,Buying the Cow,"[""Comedy""]",R,2000,null,54
/m/tyrannosaur,/m/tyrannosaur,Tyrannosaur,"[""Art House & International"",""Drama""]",NR,2011,82,85
/m/the-land-before-time-xiii-the-wisdom-of-friends,/m/the-land-before-time-xiii-the-wisdom-of-friends,The Land Before Time XIII: The Wisdom of Friends,"[""Action & Adventure"",""Animation"",""Kids & Family""]",G,2007,null,36
/m/1015394-of_human_bondage,/m/1015394-of_human_bondage,Of Human Bondage,"[""Drama""]",NR,1964,null,54
/m/surviving_desire,/m/surviving_desire,American Playhouse,"[""Art House & International"",""Comedy"",""Drama"",""Romance""]",NR,1993,null,90
/m/ring-girls,/m/ring-girls,Ring Girls,"[""Action & Adventure""]",NR,2005,null,33
/m/1153719-syrian_bride,/m/1153719-syrian_bride,The Syrian Bride,"[""Art House & International"",""Comedy"",""Drama""]",G,2005,88,80
/m/bad_words,/m/bad_words,Bad Words,"[""Comedy""]",R,2014,65,61
/m/monster-man,/m/monster-man,Monster Man,"[""Horror""]",R,2003,60,50
/m/10010652-restraint,/m/10010652-restraint,Restraint,"[""Drama"",""Mystery & Suspense""]",R,2007,null,42
/m/george_washington_slept_here,/m/george_washington_slept_here,George Washington Slept Here,"[""Comedy"",""Drama""]",NR,1942,null,71
/m/duel_to_the_death,/m/duel_to_the_death,Duel to the Death,"[""Action & Adventure"",""Art House & International"",""Drama""]",R,1982,null,84
/m/robin_hood_men_in_tights,/m/robin_hood_men_in_tights,Robin Hood: Men in Tights,"[""Comedy""]",PG-13,1993,40,81
/m/her_composition,/m/her_composition,Her Composition,[],NR,2015,100,88
/m/1036654-adventurers,/m/1036654-adventurers,The Adventurers,"[""Action & Adventure"",""Classics"",""Drama""]",R,1970,null,59
/m/10003356-kid_brother,/m/10003356-kid_brother,The Kid Brother,"[""Comedy""]",NR,1927,100,86
/m/furie,/m/furie,Furie (Hai phuong),"[""Action & Adventure"",""Drama""]",NR,2019,95,88
/m/10007575-end_of_the_line,/m/10007575-end_of_the_line,End of the Line,"[""Art House & International"",""Horror""]",NR,2006,null,49
/m/scared_to_death,/m/scared_to_death,Scared to Death,"[""Classics"",""Horror"",""Mystery & Suspense""]",NR,1947,63,16
/m/the_straun_house,/m/the_straun_house,The Straun House,"[""Horror"",""Mystery & Suspense""]",NR,2005,null,13
/m/summer_catch,/m/summer_catch,Summer Catch,"[""Comedy"",""Drama"",""Romance""]",PG-13,2001,8,41
/m/last_resort_2001,/m/last_resort_2001,Last Resort,"[""Drama"",""Romance""]",PG-13,2001,94,86
/m/rocketship_xm,/m/rocketship_xm,Rocketship X-M,"[""Science Fiction & Fantasy""]",NR,1950,null,16
/m/in-the-year-of-the-pig,/m/in-the-year-of-the-pig,In the Year of the Pig,"[""Documentary"",""Musical & Performing Arts"",""Special Interest""]",NR,1968,null,84
/m/october_moon,/m/october_moon,October Moon,"[""Comedy"",""Drama"",""Horror"",""Gay & Lesbian""]",PG,2005,null,69
/m/chuka,/m/chuka,Chuka,"[""Action & Adventure"",""Classics"",""Western""]",NR,1967,null,25
/m/stray-dog-kerberos-panzer-cops-jigoku-no-banken-kerubersu,/m/stray-dog-kerberos-panzer-cops-jigoku-no-banken-kerubersu,Stray Dog,"[""Action & Adventure"",""Art House & International"",""Drama"",""Science Fiction & Fantasy""]",NR,1991,null,60
/m/songs_from_the_north,/m/songs_from_the_north,Songs From The North,"[""Documentary"",""Special Interest""]",NR,2015,100,42
/m/das-leben-ist-eine-baustelle-life-is-all-you-get,/m/das-leben-ist-eine-baustelle-life-is-all-you-get,Das Leben ist eine Baustelle. (Life Is All You Get),"[""Art House & International"",""Comedy"",""Drama""]",NR,1997,null,84
/m/2_days_in_new_york,/m/2_days_in_new_york,2 Days in New York,"[""Comedy"",""Drama""]",R,2012,67,42
/m/home_2013,/m/home_2013,Home,"[""Drama""]",NR,2013,88,82
/m/other_end_of_the_line,/m/other_end_of_the_line,The Other End of the Line,"[""Romance""]",PG-13,2008,35,50
/m/cesar,/m/cesar,César,"[""Classics"",""Drama""]",NR,1936,100,89
/m/crime_of_padre_amaro,/m/crime_of_padre_amaro,The Crime of Padre Amaro,"[""Art House & International"",""Drama""]",R,2002,61,74
/m/weather_woman,/m/weather_woman,Weather Woman,"[""Art House & International"",""Television""]",NR,1995,null,40
/m/nightwish_1989,/m/nightwish_1989,Nightwish,"[""Horror""]",NR,1989,null,24
/m/woodpecker_2017,/m/woodpecker_2017,Woodpeckers (Carpinteros),"[""Art House & International"",""Drama""]",NR,2017,79,89
/m/good_year,/m/good_year,A Good Year,"[""Comedy"",""Drama"",""Romance""]",PG-13,2006,25,65
/m/soul_of_the_game,/m/soul_of_the_game,Soul of the Game,"[""Drama""]",PG-13,1996,67,64
/m/eega_2012,/m/eega_2012,Eega,"[""Animation"",""Drama"",""Science Fiction & Fantasy""]",NR,2012,null,83
/m/1040324-body_parts,/m/1040324-body_parts,Body Parts,"[""Horror"",""Mystery & Suspense""]",R,1991,40,33
/m/burn_burn_burn,/m/burn_burn_burn,Burn Burn Burn,"[""Art House & International"",""Comedy""]",NR,2015,92,75
/m/generation_iron,/m/generation_iron,Generation Iron,"[""Documentary"",""Drama"",""Special Interest"",""Sports & Fitness""]",PG-13,2013,80,78
/m/for_ellen,/m/for_ellen,For Ellen,"[""Drama""]",NR,2012,67,37
/m/roadie_2010,/m/roadie_2010,Roadie,"[""Drama""]",R,2012,68,31
/m/deck_the_halls,/m/deck_the_halls,Deck the Halls,"[""Comedy""]",PG,2006,6,30
/m/shadow_men,/m/shadow_men,The Shadow Men,"[""Action & Adventure"",""Mystery & Suspense"",""Science Fiction & Fantasy""]",NR,1998,null,35
/m/wild_things,/m/wild_things,Wild Things,"[""Comedy"",""Drama"",""Mystery & Suspense""]",R,1998,63,53
/m/count_yorga_vampire,/m/count_yorga_vampire,"Count Yorga, Vampire","[""Cult Movies"",""Horror""]",PG-13,1970,50,42
/m/western_2015,/m/western_2015,Western,"[""Documentary""]",NR,2015,100,62
/m/diary_of_a_wimpy_kid,/m/diary_of_a_wimpy_kid,Diary of a Wimpy Kid,"[""Comedy"",""Kids & Family""]",PG,2010,52,49
/m/zoom_2006,/m/zoom_2006,Zoom,"[""Action & Adventure"",""Comedy"",""Kids & Family""]",PG,2006,3,33
/m/md-geist,/m/md-geist,M.D. Geist,"[""Action & Adventure"",""Animation"",""Science Fiction & Fantasy""]",NR,1996,null,43
/m/these_girls,/m/these_girls,These Girls,"[""Comedy"",""Drama""]",R,2006,73,45
/m/good_men_and_bad,/m/good_men_and_bad,Black Fox: Good Men and Bad,"[""Television"",""Western""]",NR,1995,null,60
/m/dior_and_i,/m/dior_and_i,Dior and I,"[""Documentary"",""Special Interest""]",R,2015,84,76
/m/1074503-stepford_wives,/m/1074503-stepford_wives,The Stepford Wives,"[""Horror"",""Mystery & Suspense"",""Science Fiction & Fantasy""]",PG,1975,68,65
/m/lo-foo-chut-gang-tiger-on-the-beat,/m/lo-foo-chut-gang-tiger-on-the-beat,Lo foo chut gang (Tiger on the Beat),"[""Action & Adventure"",""Art House & International"",""Comedy""]",NR,1988,null,71
/m/jsa-joint-security-area-aka-gongdong-gyeongbi-guyeok,/m/jsa-joint-security-area-aka-gongdong-gyeongbi-guyeok,JSA: Joint Security Area (Gongdong gyeongbi guyeok JSA),"[""Art House & International"",""Drama""]",NR,2000,77,91
/m/tokyo_ghoul,/m/tokyo_ghoul,Tokyo Ghoul (Tôkyô gûru),"[""Action & Adventure"",""Animation"",""Art House & International"",""Drama"",""Horror"",""Special Interest""]",NR,2017,79,71
/m/to_write_love_on_her_arms,/m/to_write_love_on_her_arms,To Write Love on Her Arms (Renee),"[""Drama"",""Musical & Performing Arts"",""Special Interest""]",PG-13,2015,null,57
/m/steamboat_bill_jr,/m/steamboat_bill_jr,Steamboat Bill Jr.,"[""Action & Adventure"",""Classics"",""Comedy""]",NR,1928,100,92
/m/boundaries_2018,/m/boundaries_2018,Boundaries,"[""Comedy"",""Drama""]",R,2018,51,57
/m/hitcher_ii_ive_been_waiting,/m/hitcher_ii_ive_been_waiting,The Hitcher II: I've Been Waiting,"[""Horror"",""Mystery & Suspense""]",R,2003,null,18
/m/outside_the_law_1920,/m/outside_the_law_1920,Outside the Law,"[""Action & Adventure"",""Classics"",""Drama""]",NR,1920,null,50
/m/1189344-lovely_bones,/m/1189344-lovely_bones,The Lovely Bones,"[""Drama"",""Horror"",""Mystery & Suspense"",""Science Fiction & Fantasy""]",PG-13,2009,32,52
/m/time_trial,/m/time_trial,Time Trial,"[""Documentary""]",NR,2017,90,25
/m/ha_shoter_2014,/m/ha_shoter_2014,Ha-shoter (Policeman),"[""Art House & International"",""Drama""]",NR,2014,61,47
/m/10006370-stay_alive,/m/10006370-stay_alive,Stay Alive,"[""Horror"",""Mystery & Suspense""]",PG-13,2006,9,55
/m/1009448-heist,/m/1009448-heist,The Heist,"[""Drama"",""Mystery & Suspense"",""Television""]",R,1989,null,49
/m/maos_last_dancer,/m/maos_last_dancer,Mao's Last Dancer,"[""Art House & International"",""Drama"",""Musical & Performing Arts""]",PG,2010,56,76
/m/secret_window,/m/secret_window,Secret Window,"[""Drama"",""Mystery & Suspense""]",PG-13,2004,46,65
/m/foster_child,/m/foster_child,Foster Child,"[""Drama""]",NR,2007,null,77
/m/mr_vampire,/m/mr_vampire,Mr. Vampire,"[""Action & Adventure"",""Art House & International"",""Comedy"",""Horror"",""Special Interest""]",PG-13,1985,null,87
/m/1108654-hound_of_the_baskervilles,/m/1108654-hound_of_the_baskervilles,The Hound of the Baskervilles,"[""Drama"",""Horror"",""Mystery & Suspense"",""Television""]",NR,2000,null,48
/m/scanners_3_the_takeover,/m/scanners_3_the_takeover,Scanners III: The Takeover (Scanner Force),"[""Action & Adventure"",""Horror"",""Science Fiction & Fantasy""]",R,1992,null,18
/m/freddy_got_fingered,/m/freddy_got_fingered,Freddy Got Fingered,"[""Comedy""]",R,2001,10,56
/m/curly_sue,/m/curly_sue,Curly Sue,"[""Comedy"",""Kids & Family""]",PG,1991,13,50
/m/cookers_2001,/m/cookers_2001,Cookers,"[""Drama"",""Horror""]",R,2001,null,43
/m/les_bronzes,/m/les_bronzes,Les Bronzés (French Fried Vacation),"[""Art House & International"",""Comedy""]",R,1978,null,82
/m/andersonville,/m/andersonville,Andersonville,"[""Drama"",""Television""]",NR,1996,null,80
/m/les_femmes_de_lombre,/m/les_femmes_de_lombre,Les femmes de l'ombre,"[""Action & Adventure"",""Drama""]",NR,2008,71,71
/m/aga,/m/aga,Ága,"[""Drama""]",NR,2019,95,68
/m/el_pasado,/m/el_pasado,El pasado,"[""Art House & International"",""Drama""]",NR,2007,null,56
/m/garden_party,/m/garden_party,Garden Party,"[""Art House & International"",""Drama""]",NR,2008,15,25
/m/laskar-pelangi,/m/laskar-pelangi,Laskar pelangi (The Rainbow Troops),"[""Art House & International"",""Drama""]",NR,2008,null,91
/m/terrorstorm-a-history-of-governmentsponsored-terrorism,/m/terrorstorm-a-history-of-governmentsponsored-terrorism,Terrorstorm: A History of Government Sponsored Terrorism,"[""Documentary""]",NR,2006,null,89
/m/insiang,/m/insiang,Insiang,"[""Art House & International"",""Drama""]",NR,1976,100,95
/m/incendiary_the_willingham_case,/m/incendiary_the_willingham_case,Incendiary: The Willingham Case,"[""Documentary"",""Special Interest""]",NR,2011,83,87
/m/bright,/m/bright,Bright,"[""Drama""]",NR,2017,28,84
/m/hard_boiled,/m/hard_boiled,Lat sau san taam (Hard-Boiled),"[""Action & Adventure"",""Art House & International"",""Drama"",""Mystery & Suspense""]",R,1992,94,92
/m/private-lives,/m/private-lives,Private Lives,"[""Comedy"",""Romance""]",NR,1931,80,59
/m/exorcismo,/m/exorcismo,Exorcismo,"[""Classics"",""Horror""]",PG-13,1975,null,28
/m/condorito_la_pelicula,/m/condorito_la_pelicula,Condorito: La Película,"[""Action & Adventure"",""Animation"",""Art House & International"",""Comedy""]",PG,2018,33,50
/m/the_sign_of_four_2001,/m/the_sign_of_four_2001,The Sign of Four,"[""Action & Adventure"",""Mystery & Suspense""]",NR,2001,null,50
/m/fallen_knight,/m/fallen_knight,Fallen Knight,"[""Action & Adventure"",""Horror"",""Mystery & Suspense"",""Science Fiction & Fantasy"",""Television""]",R,1998,null,16
/m/hot_summer_days_2010,/m/hot_summer_days_2010,Hot Summer Days,"[""Art House & International"",""Comedy"",""Romance""]",PG,2010,50,52
/m/pure_hell_of_st_trinians,/m/pure_hell_of_st_trinians,The Pure Hell of St. Trinian's,"[""Classics"",""Comedy""]",NR,1961,null,39
/m/the_brawler,/m/the_brawler,The Brawler (Mukkabaaz),"[""Art House & International"",""Documentary""]",NR,2017,86,80
/m/the_lord_of_the_rings_the_return_of_the_king,/m/the_lord_of_the_rings_the_return_of_the_king,The Lord of the Rings: The Return of the King,"[""Action & Adventure"",""Classics"",""Science Fiction & Fantasy""]",PG-13,2003,93,86
/m/1088005-confession,/m/1088005-confession,The Confession,"[""Drama"",""Mystery & Suspense""]",R,1999,40,35
/m/100_ways_to_murder_your_wife,/m/100_ways_to_murder_your_wife,100 Ways to Murder Your Wife,"[""Action & Adventure"",""Art House & International"",""Comedy""]",NR,1986,null,12
/m/rings_2017,/m/rings_2017,Rings,"[""Drama"",""Horror""]",PG-13,2017,8,24
/m/1008852-great_race,/m/1008852-great_race,The Great Race,"[""Action & Adventure"",""Classics"",""Comedy"",""Kids & Family"",""Romance""]",G,1965,74,83
/m/coffee_town,/m/coffee_town,Coffee Town,"[""Comedy""]",NR,2013,null,56
/m/the_door_2012,/m/the_door_2012,The Door,"[""Drama""]",NR,2012,44,42
/m/knocked_up,/m/knocked_up,Knocked Up,"[""Comedy"",""Romance""]",R,2007,90,83
/m/black_dahlia,/m/black_dahlia,The Black Dahlia,"[""Drama"",""Mystery & Suspense""]",R,2006,32,27
/m/egg_2019,/m/egg_2019,Egg,"[""Comedy""]",NR,2019,100,43
/m/grace_of_my_heart,/m/grace_of_my_heart,Grace of My Heart,"[""Drama"",""Musical & Performing Arts""]",R,1996,75,80
/m/mummy_maniac,/m/mummy_maniac,Mummy Maniac,"[""Horror""]",R,2007,null,0
/m/regular_guys,/m/regular_guys,Regular Guys,"[""Art House & International"",""Comedy""]",NR,1996,null,64
/m/mars_attacks,/m/mars_attacks,Mars Attacks!,"[""Action & Adventure"",""Comedy"",""Science Fiction & Fantasy""]",PG-13,1996,53,53
/m/kung_fu_killer_2015,/m/kung_fu_killer_2015,Kung Fu Killer,"[""Action & Adventure"",""Art House & International"",""Mystery & Suspense""]",NR,2015,72,57
/m/digimon_the_movie,/m/digimon_the_movie,Digimon - The Movie,"[""Action & Adventure"",""Animation"",""Anime & Manga"",""Art House & International"",""Kids & Family"",""Science Fiction & Fantasy""]",PG,2000,24,66
/m/leo_da_vinci_mission_mona_lisa,/m/leo_da_vinci_mission_mona_lisa,Leo Da Vinci: Mission Mona Lisa,"[""Action & Adventure"",""Animation"",""Kids & Family""]",NR,2019,33,67
/m/as_i_am_the_life_and_times_of_dj_am,/m/as_i_am_the_life_and_times_of_dj_am,As I AM: The Life and Times of DJ AM,"[""Documentary""]",NR,2016,100,90
/m/merry_gentleman,/m/merry_gentleman,The Merry Gentleman,"[""Drama""]",R,2009,65,49
/m/american_chai,/m/american_chai,American Chai,"[""Comedy"",""Drama""]",R,2002,52,79
/m/loves-unfolding-dream,/m/loves-unfolding-dream,Love's Unfolding Dream,"[""Kids & Family"",""Television"",""Romance""]",NR,2007,null,85
/m/the_bye_bye_man,/m/the_bye_bye_man,The Bye Bye Man,"[""Horror""]",PG-13,2017,19,22
/m/ondine,/m/ondine,Ondine,"[""Drama"",""Science Fiction & Fantasy""]",PG-13,2010,69,60
/m/love_and_anarchy,/m/love_and_anarchy,Love and Anarchy,"[""Art House & International"",""Comedy"",""Drama""]",R,1973,null,88
/m/midnight_movie,/m/midnight_movie,Midnight Movie,"[""Horror""]",R,2008,null,29
/m/tongues_untied_1991,/m/tongues_untied_1991,Tongues Untied + Anthem + The Attendant,"[""Documentary"",""Special Interest""]",NR,1991,null,52
/m/snake_pit,/m/snake_pit,The Snake Pit,"[""Classics"",""Drama"",""Mystery & Suspense""]",NR,1948,100,83
/m/the_hangover_part_iii,/m/the_hangover_part_iii,The Hangover Part III,"[""Comedy""]",R,2013,20,44
/m/all_i_wish,/m/all_i_wish,All I Wish (A Little Something for Your Birthday),"[""Comedy"",""Drama"",""Romance""]",R,2018,14,47
/m/house_of_pleasures,/m/house_of_pleasures,House of Pleasures,"[""Drama""]",NR,2011,83,62
/m/the_living_2014,/m/the_living_2014,The Living,"[""Drama"",""Mystery & Suspense""]",R,2015,50,35
/m/tuesdays_with_morrie,/m/tuesdays_with_morrie,Tuesdays With Morrie,"[""Drama"",""Television""]",NR,1999,71,84
/m/resilience,/m/resilience,Resilience,"[""Drama"",""Mystery & Suspense""]",NR,2006,null,60
/m/nude_on_the_moon,/m/nude_on_the_moon,Nude on the Moon,"[""Comedy"",""Science Fiction & Fantasy""]",NR,1960,80,33
/m/unhinged,/m/unhinged,Unhinged,"[""Horror""]",NR,1982,null,25
/m/atomic_submarine,/m/atomic_submarine,The Atomic Submarine,"[""Action & Adventure"",""Mystery & Suspense"",""Science Fiction & Fantasy""]",NR,1959,null,27
/m/in_and_out,/m/in_and_out,In & Out,"[""Comedy""]",PG-13,1997,72,52
/m/poodle_springs,/m/poodle_springs,Poodle Springs,"[""Drama"",""Mystery & Suspense"",""Television""]",NR,1998,null,20
/m/visages_villages,/m/visages_villages,"Faces Places (Visages, villages)","[""Art House & International"",""Documentary""]",PG,2017,99,89
/m/dont_knock_twice,/m/dont_knock_twice,Don't Knock Twice,"[""Horror"",""Mystery & Suspense""]",R,2017,21,21
/m/the_gospel_of_john,/m/the_gospel_of_john,The Gospel of John,"[""Classics"",""Drama""]",PG-13,2003,37,88
/m/the_last_ride_2011,/m/the_last_ride_2011,The Last Ride,"[""Drama""]",PG-13,2012,44,52
/m/two_for_the_road,/m/two_for_the_road,Two for the Road,"[""Classics"",""Comedy"",""Drama"",""Romance""]",NR,1967,83,84
/m/1039561-student_prince,/m/1039561-student_prince,The Student Prince,"[""Musical & Performing Arts"",""Romance""]",G,1954,67,73
/m/the_farthest,/m/the_farthest,The Farthest,"[""Documentary""]",NR,2017,100,95
/m/trucks,/m/trucks,Trucks,"[""Action & Adventure"",""Art House & International"",""Horror""]",R,1997,null,30
/m/desert_bayou,/m/desert_bayou,Desert Bayou,"[""Documentary"",""Special Interest""]",NR,2007,78,59
/m/mestiere_delle_armi,/m/mestiere_delle_armi,Mestiere Delle Armi,"[""Art House & International""]",NR,2002,null,73
/m/1176692-madeinusa,/m/1176692-madeinusa,Madeinusa,"[""Art House & International"",""Comedy"",""Drama""]",NR,2006,83,72
/m/akaler-sandhane-in-search-of-famine,/m/akaler-sandhane-in-search-of-famine,Akaler Sandhane (In Search of Famine),"[""Art House & International"",""Drama""]",NR,1980,null,69
/m/death_of_the_incredible_hulk,/m/death_of_the_incredible_hulk,The Death of the Incredible Hulk,"[""Action & Adventure"",""Drama"",""Science Fiction & Fantasy"",""Television""]",NR,1990,20,37
/m/18_again,/m/18_again,18 Again!,"[""Comedy""]",PG,1988,29,46
/m/love_sick,/m/love_sick,Love Sick,"[""Drama"",""Romance""]",NR,2006,null,43
/m/spy_kids,/m/spy_kids,Spy Kids,"[""Action & Adventure"",""Comedy"",""Kids & Family"",""Mystery & Suspense""]",PG,2001,93,46
/m/elvis_1979,/m/elvis_1979,Elvis,"[""Drama"",""Musical & Performing Arts"",""Television""]",PG,1979,null,64
/m/christopher_columbus_the_discovery,/m/christopher_columbus_the_discovery,Christopher Columbus: The Discovery,"[""Action & Adventure"",""Drama""]",PG-13,1992,7,17
/m/all_cheerleaders_die,/m/all_cheerleaders_die,All Cheerleaders Die,"[""Comedy"",""Horror""]",R,2014,49,34
/m/20th_century_women,/m/20th_century_women,20th Century Women,"[""Comedy"",""Drama""]",R,2017,89,74
/m/the_possibilities_are_endless,/m/the_possibilities_are_endless,The Possibilities Are Endless,"[""Documentary"",""Special Interest""]",NR,2014,94,58
/m/1015393-of_human_bondage,/m/1015393-of_human_bondage,Of Human Bondage,"[""Classics"",""Drama""]",NR,1934,83,70
/m/hostel,/m/hostel,Hostel,"[""Horror""]",R,2006,61,53
/m/the_square_2013,/m/the_square_2013,The Square (Al Midan),"[""Documentary"",""Special Interest""]",NR,2013,100,90
/m/fly_away_solo,/m/fly_away_solo,Fly Away Solo (Masaan),"[""Art House & International"",""Drama""]",NR,2015,92,87
/m/career_girls,/m/career_girls,Career Girls,"[""Drama""]",R,1997,88,79
